Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
2001/06/30,340851.97,,1032684,10597.822,30291320,8939481.4,1738.31,705308,43568507,182321803,,1296978.5,21412330,1604780.8861,537772,636346.6,365055.81,401015.2,184000.684,3682948.4,8775303,168857.1,5195817,194489.39,122231,9928487,10759195,2139530,146462.900073368,14432681,746635,116216,1277193,23362.3,469345,1569614,132093.1,674245,2463542,481812.1,1115662,,32755523,261156,2479791,1351971,1513560,218124,141774,510593600
2001/09/28,,7056154.368,,,,,,,,,,1313636.5,,1644959.8861,540106.5,650496.6,369977.81,401910.2,185529.528,3746521.4,9032091,,5181182,,,9884352,10914451,,,,,,,,,,,,,,,,,,,,,,,
2001/09/30,336180.73,,1048648,10596.294,30420863,9019311.6,1683.535,714735,44366631,185635596,,1309621.7,21807650,1677273.9337,538977.1,657262.5,369986.21,403442.2,187800.038,3798762,9307946,165484.91,5215601,217292.78,124137,9809697,11013966,2154520,149664.899926632,14953386,766805,119264,1292343,23424.3,476132,1577296,133691.5,687945,2477597,484561,1126110,,32678483,263146,2528247,1364633,1527885,219508,143726,508803900
2001/12/31,325694.6,7201003.358,1086043,10660.294,30622496,9087492.4,1743.118,727786,45059122,188558786,389700,1318881.7,22314310,1686660.3423,543833.9,676987.4,378428.03,417938.8,183572.076,3953093,9681353,161006.71,5305069,240224.09,126250,9988305,11151965,2175090,153935,15375151,802277,121981,1303684,23752.4,482012,1566299,135775.1,700993,2505392,485281.1,1138375,88945.6,32689483,264334,2580292,1371527,1539447,220559,144628,505543300
2002/03/29,,7045816.271,,,,,,,,,,1290774.9,,,534209.3,660397.2,369527.15,410219.3,184170.606,3856128,9790301,,5316750,,,10016307,11282524,,,,,,,,,,,,,,,,,,,,,,,
2002/03/31,317204.9,,1156806,10788.952,30998964,9165699.1,1897.56,740065,45758006,190565110,404100,1281380.7,22780340,1708759.8616,542886.4,688687.8,377703.91,424111.5,184123.2,4009138,10109734,159912.91,5441563,265268.67,128664,10197057,11440440,2179860,156193,15980347,824437,125074,1314572,24124.2,486550,1554270,138004.4,713011,2526288,485116.4,1150867,,32578262,266358,2616448,1383672,1551102,221589,145544,501710700
2002/06/28,,7502286.382,,,,,,,,,,1262783.8,,,539911.5,683392.5,375792.58,417581,191887.56,3938562,10243010,,5421854,,,10236984,11606693,,,,,,,,,,,,,,,,,,,,,,,
2002/06/30,331695.49,,1201192,10893.207,31385517,9244590.4,1890.622,754003,46318430,194018483,413900,1260778.4,23237860,1731138.3131,548453.3,699412,382641.16,418895,193316.51,3989907,10500131,161148.46,5510970,289131.09,129991,10316670,11749171,2185130,159028,16382394,841560,128047,1325762,24709.7,491465,1547586,139845.6,725890,2549619,484303.3,1160242,,32870685,268154,2653205,1393177,1563171,223381,146814,499472700
2002/09/30,350772.52,7520176.999,1239800,10992.051,31694557,9332328.8,1932.291,766876,47081820,198352635,423500,1284538.8,23707600,1774912.0924,563623.1,735261.4,402218.46,431140.5,195832.19,4179795,11059523,163264.25,5608280,320061.77,132226,10468348,11953827,2195330,161646,16844906,854288,132227,1338339,25063.2,496767,1548239,141581.4,737894,2579084,484067.9,1173140,,33415048,270518,2675554,1402682,1575705,225302,147441,499191600
2002/12/31,377399.14,7768854.902,1271262,11071.463,31903137,9417736.5,1941.553,780365,48038278,203451414,433700,1286306.6,24068810,1821833.3999,570021.3,746296.3,412682.9,434997.5,198992.22,4246190,11572982,165726.45,5701017,350475.44,133656,10546557,12198283,2201410,164939,17410079,854139,135999,1349737,25081.4,501229,1559621,142554.2,749552,2600352,484122.1,1187671,107840,34014550,273253,2690199,1410272,1588453,226733,148486,499147000
2003/03/31,406214.04,7850199.183,1291747,11183.507,32071411,9468434.4,2037.228,791868,49124064,210533116,443900,1292387.3,24540880,1881981.0951,582753.2,775329.6,430228.2,451019,195522.39,4434607,12281210,167207.27,5911267,379054.3,135178,10709860,12531579,2204190,168290,17685535,870535,138156,1360199,25168.4,505123,1581774,143261.8,762179,2635953,484220.2,1203341,,34975225,275311,2720417,1417669,1599192,228386,148947,498008700
2003/06/30,423602.32,7931453.875,1312008,11312.875,32294574,9493790.6,2168.061,801827,50255226,216029539,455800,1270359.2,25109770,1928424.1045,582002.5,785699.5,439379,459713,198953.06,4507295,12912449,166063.63,6028388,405778.2,137182,10704411,12870248,2207740,171554,18076597,869951,140682,1371350,25281.1,507814,1585080,144029.6,775297,2653643,485117,1219447,,35988160,277233,2750921,1422024,1608207,229169,149185,498731800
2003/09/30,437379.2,7946481.826,1334152,11567.326,32790462,9533971.8,2251.575,813798,51221175,222054361,468900,1261158.1,25739360,1971133.532,582492.3,797088.1,445826.7,469065,202553.33,4605883,13510221,167280.36,6169107,432315.2,139159,10786976,13268302,2210490,175509,18506250,872805,142197,1383861,25546.3,510035,1602479,144864.1,788380,2680622,486386.3,1237260,,36877724,279072,2783657,1426353,1618811,230184,150303,498885100
2003/12/31,454800.1,8338813.859,1365157,11769.275,33307110,9586099.7,2319.153,827742,52300070,228516603,483700,1256292.5,26697620,2013674.6,579900.9,810915.4,455981.6,477022,205363.26,4713023,14147975,170010.74,6318134,454780.2,141634,10924029,13721411,2214670,179234,19082540,876734,145567,1395320,26167.1,513058,1618908,146067.8,802266,2708464,489361.7,1256188,134217,38157710,281196,2822544,1436751,1631763,231422,151749,498854700
2004/03/31,475842.599,8672572.717,1420138,11920.169,33921839,9684143.1,2289.139,843704,53762292,235823757.01,505600,1265120.8,27506030,2055252.5524,582563.5,827332,468394.2,486006,210446.23,4851566,14930771,174581.03,6434066,476242,144503,11084783,14224360,2225620,183987,19739373,891608,148440,1409195,26650.2,516026,1644801,147395.2,816076,2732768,493290.3,1272015,,39525527,284746,2874609,1451041,1648337,233177,153289,501889100
2004/06/30,544789.72,8988207.611,1457552,12108.987,34441879,9820807,2500.398,861069,55623505,243445319.27,530200,1290236.6,28399280,2121340.3242,588330.5,845435,484226.7,494232,216501.23,5008016,15885100,181325.27,6595991,501532,147600,11350335,14848012,2241490,188690,20371262,910403,151703,1425134,27057,520347,1688121,149053.4,829155,2767506,497905.8,1290464,,40571392,288459,2923102,1468985,1667330,235696,155152,502768900
2004/09/30,543070.08,9041394.016,1489556,12303.34,34824079,9930734,2574.54,877018,58014069,250252469.86,547300,1301604.1,29466120,2198282.8031,597491.2,863580.3,501229.2,500972,221414.5,5163877,16903229,187957.56,6759291,530710,150527,11525867,15498388,2249330,193341,20823666,937482,154490,1435973,27598.3,524708,1729197,150633.4,843666,2798328,501030.2,1304687,,41650674,292709,2989725,1487200,1683944,238471,156947,503553300
2004/12/31,579610.947,9521750.923,1539246,12522.425,35195261,10034399.6,2690.808,891602,60480678,257746373.01,563900,1316629.9,30310520,2295826.1999,608214.1,876033.1,516020.6,505015,227523.46,5317630,18212871,194285.48,6955770,559033,152975,11596241,16150319,2254820,196140,21059317,970422,156300,1450179,27927.8,528979,1780598,152248.4,859437,2825481,503690.4,1317459,206125,42770147,296813,3073816,1506001,1701476,241178,158758,503725400
2005/03/31,572049.808,9401081.455,1566713,12761.337,35670210,10101645.6,2858.948,906184,62612552,277035969.12,576800,1330328.2,31400380,2393249.5763,612197.5,885568.4,528762.4,509229,231162.7,5456939,19327058,198305.9,7125048,600022.25,154586,11682986,16785874,2260020,197294,21214451,982043,159521,1459879,28264.1,533387,1824361,153832.3,875061,2845735,506855.6,1332488,,43761882,300017,3133623,1522112,1716653,244278,161226,502760800
2005/06/30,649313.247,9783791.056,1617468,12910.022,36124349,10197990.8,2909.64,922284,64515622,297546556.72,588300,1353704.7,32435940,2499406.1317,620509.5,895101.2,540016.2,512310,235185.62,5603672,20538811,202838.59,7272898,634960.47,156809,11738886,17395027,2262550,198025,21512008,1011964,162737,1467633,28737.9,538089,1873955,155414.1,892127,2867513,510387.7,1350438,,44771006,303369,3192738,1544101,1731468,247279,162530,503205400
2005/09/30,652058.041,9841667.315,1659868,13142.873,36816347,10282709.7,3025.568,941132,66530239,317439829.85,604900,1383559.2,33389130,2613235.3739,628136.2,906791.4,554376.3,518466,240336.49,5755419,21823073,207246.14,7454130,650286.23,158948,11800320,18013279,2271200,198545,21952364,1039561,166394,1479826,29336,543995,1930040,156969.1,909506,2893064,516326.1,1369367,,45639172,306413,3239638,1566567,1747188,250057,163723,503367000
2005/12/31,715605.806,10314691.51,1712967,13332.316,37460257,10396540.7,3114.693,961005,68850825,336940937.68,622300,1410898.7,34521190,2774281.1001,639984.4,919797.3,568881.6,527678,246783.65,5909317,23107711,212512.65,7616335,678499.32,160722,12036675,18692320,2284510,200582,22504031,1061428,170143,1494088,30022.1,550610,1988307,158552.7,927357,2925820,523166.5,1393038,304086.815,46073209,310045,3282255,1585985,1763926,253345,164687,503903000
2006/03/31,714926.781,10518583.49,1733824,13603.933,38307188,10535080.9,3249.723,979558,71854102,345545943.5,645000,1438715.4,35762670,2927403.8683,655943.7,932578.9,585041.9,539052,256244.59,6063422,24699189,218088.82,7860341,701065.06,162909,12170693,19414590,2301130,205170,22977439,1098773,174219,1507824,31188.8,558859,2058930,160252.5,946170,2969169,531154.6,1416731,,46542989,313986,3330505,1610612,1782694,256195,165965,505349400
2006/06/30,806226.791,10992401.48,1796428,13749.806,38998432,10646038.9,3468.754,996991,75671533,354825828.75,675600,1459410.1,36931560,3070228.535,671183.1,943281.5,600961.3,551407,266389.74,6227172,26106925,224170.86,8078825,732318.01,164397,12320105,20198453,2326880,209631,23424796,1136303,177689,1523656,32137.1,567444,2122692,162054.3,965758,3021791,539462.4,1436158,,47395108,317467,3391385,1640386,1804900,259503,167959,505260600
2006/09/30,822247.849,11045686.85,1884749,13867.469,39469597,10783692.9,3613.151,1016179,79250893,367482585.56,709300,1477665.8,38420950,3222892.2919,679789.8,954839.6,614809.8,561595,277842.16,6380977,27575648,230034.07,8250207,762941.83,165887,12464999,20994744,2352350,213741,23916097,1177642,181707,1539114,32913.2,575734,2175291,164046.1,985263,3070571,547876.8,1456006,,48413317,321303,3464961,1665150,1826850,263322,170278,505075100
2006/12/31,890969.007,11354674.48,1942599,14037.228,39990376,10935167.6,3775.483,1037089,82120171,380591648.11,747200,1501859.6,39974380,3339216.8001,686739.5,966054.6,624688.7,577344,287256.37,6541077,28826123,236009.33,8403860,793128.37,168894,12572587,21884851,2385430,217920,24282740,1225716,184795,1554502,33801.6,584662,2215972,166260.4,1003823,3121374,556569.6,1470719,393926.24,49677244,325163,3532943,1682260,1849519,267625,172897,506687000
2007/03/31,883293.18,11378248.76,2028061,14208.569,40665104,11101153.1,3936.069,1061726,84818985,393296397.57,782100,1528749.5,41587790,3479008.7926,693705.7,981806.5,634437.2,596957,294782.81,6708930,30011019,244089.47,8544020,825488.71,171892,12730201,22996647,2419580,220208,24788631,1268363,189049,1571690,34489.9,594095,2239384,168867.4,1023969,3175454,565276.1,1487724,,50980464,330036,3625506,1699802,1872702,271949,175798,509106400
2007/06/30,1006757.607,11727937.71,2066452,14382.363,41147563,11246861.6,4230.92,1087148,86847060,404683919.86,815200,1561177.3,43329120,3628754.97,701014.1,1001528.4,648313.6,614990,302446.43,6861493,31541083,253669.84,8681720,845038.45,175361,12911548,24207179,2448490,223086,25076141,1312571,192864,1585415,35480.3,602220,2263379,171100.4,1042281,3223583,574777.2,1504690,,52353653,335061,3705820,1704062,1895627,276217,179545,511096400
2007/09/30,1038213.661,11878867.26,2118348,14535.003,41541874,11385050.4,4510.922,1109328,88575017,415439519.63,849100,1601622.5,44807390,3784339.2419,716211.8,1020110.6,665658.2,633448,310537.03,7016128,33210871,263899.18,8843955,862212.95,179681,13143630,25530486,2477950,226280,25340899,1348528,194399,1599944,36388.7,610689,2290784,173256,1058226,3267322,584006.7,1524583,,53897278,339632,3787391,1714290,1920492,280489,183188,512667400
2007/12/31,1181091.208,12531287.22,2225147,14681.501,42113135,11494694.8,4690.789,1130378,90684334,427518881.8,890600,1648173.5,46539970,3950893.1996,735461.8,1043257.8,696079.8,647531,319611.03,7188171,35545748,272633.78,9082470,886609.94,183171,13363917,26917980,2502590,230774,25670805,1386951,197104,1614477,37173.1,619254,2346990,175483.4,1075539,3322529,592891.4,1546085,494592,55870507,343615,3861251,1738845,1942579,284699,187072,512975200
2008/03/31,1155099.667,12330835.02,2283395,14651.039,42563497,11546004.4,4864.71,1151768,92668598,439146713.8,937300,1685503.1,48296080,4147981.5542,749801.6,1062049.4,730524.9,664791,328722.76,7343928,38028708,277935.34,9263379,918704.18,186575,13515045,28275050,2525310,234899,26265584,1415770,196082,1629268,37791.6,627520,2417295,177068.9,1089423,3360149,601731.6,1568149,,58010642,346688,3913998,1759926,1964711,289002,190103,513023300
2008/06/30,1315204.455,13001581.05,2345131,14805.611,42865822,11600667.7,5137.646,1177143,93886037,451231539.8,981100,1711932.9,50363610,4404238.903,761936.5,1081489,767839.3,680793,338074.76,7576850,40733522,279190.27,9519880,956320.01,188809,13625711,29673083,2541020,238135,26787011,1463224,193647,1643073,38099.8,635664,2497435,178365.9,1101073,3388804,609130.3,1583688,,60214435,349766,3975874,1780674,1980763,291835,192347,510577900
2008/09/30,1319176.419,12893324.8,2412722,14835.187,43034479,11603103.9,4724.372,1208106,94179010,464919596.9,1033900,1723396.7,52531820,4690761.492,771533.6,1099664.9,802802.1,701313,346785.48,7849877,43458487,279268.63,9753751,982094.33,189111,13409779,30944285,2548810,240948,27025121,1509589,192395,1647596,38385.6,643156,2580379,179264.5,1109175,3418271,615755.1,1591415,,61777388,352115,4026271,1801822,1990755,293278,194419,507400400
2008/12/31,1346141.891,12847472.15,2435004,14559.543,42360846,11525696.3,4869.529,1234129,93773199,475617405.9,1063800,1708528.5,53928080,4948688.4,776077.8,1104492.3,806462.4,716960,352677.14,8042562,44272368,274193.97,9715532,1002600.14,189427,13115096,31867301,2542650,241054,27209840,1589625,187744,1637320,38140.8,647239,2608203,179102.8,1109541,3409952,617463.9,1589259,677593.637,61092291,351733,4038603,1801470,1990923,293073,194265,501209300
2009/03/31,1275052.135,12216119.02,2444445,14394.547,41542207,11334157.2,4632.684,1253382,92814348,482776940.8,1097500,1676945.5,54614670,5157889.412,784769.9,1110003,787781,725373,356569.38,8152735,43610435,270052.6,9622820,994584.27,189341,12870390,32390658,2507620,239576,26894964,1617905,182598,1618081,37657.3,644152,2566665,177607.4,1101083,3388083,614462.4,1573012,,59317788,349319,4038049,1784259,1976394,291016,191574,489520100
2009/06/30,1376780.112,12281628.01,2462217,14352.85,41578872,11143178.8,4446.643,1260374,92580372,489956825.8,1140600,1664957.3,55598920,5318876.6,796839,1117503.7,761227.7,734684,357048.9,8205095,42515988,269753.18,9516331,985988.37,189383,12639638,32910425,2475580,239275,26633882,1623682,178563,1596191,37074.9,637570,2514732,176395.2,1089265,3368374,610296.1,1559716,,57507275,346389,4009367,1758133,1959071,288818,188038,481450200
2009/09/30,1429471.012,12588712.42,2529903,14420.312,41810498,11009269,4559.432,1258421,93869424,495415167.6,1176900,1650048.5,56950430,5447530.111,807452.2,1130787.2,738697.7,738716,358183.22,8247648,41414025,272461.55,9450353,994215.43,190797,12693406,33627727,2452620,237126,26476113,1639205,173607,1580616,36680.9,630511,2460063,175614.7,1078520,3344103,606628.6,1552304,,56596070,345175,3963586,1732914,1942556,287969,184314,474747700
2009/12/31,1564800.569,13307658.1,2594143,14628.021,42335329,10932540.7,4817.291,1262384,96547770,501781836.7,1224300,1658807.6,59196870,5606203.4,815748.7,1151707.9,746234.8,748482,363960.12,8381132,41588353,282416.41,9665469,1004272.84,191961,12919445,34739170,2443390,236317,26423945,1626391,169750,1576137,36961.5,624829,2429838,175416.4,1069323,3341787,607301.5,1548513,707262.549,57818268,346473,3955923,1722142,1936851,287992,181747,471138600
2010/03/31,1560381.692,13282805.62,2642079,14721.35,42768493,10992071.5,5070.668,1273218,99265807,511808228.5,1272200,1692241,62659510,5795706.613,827384.5,1180753.7,772510.9,755149,373950.45,8643922,43506453,295488.57,10040332,1036536.84,194242,13231671,36240375,2464800,235746,26499149,1652778,168053,1579778,37400.6,624328,2474115,176754.4,1068155,3378484,611802,1558950,,59600344,349644,3942557,1732853,1943697,288444,181626,473996300
2010/06/30,1781979.24,13628156.82,2752516,14926.098,43453798,,5333.466,1300277,102790012,522823234.1,1320600,1710510.7,65820760,6003684.238,840928.9,1210810.3,797431.2,764626,388230.47,8916385,45415267,308398.88,10353730,1074779.06,196799,13577462,37808298,2493370,232578,26720207,1677698,166757,1588908,38437.1,629059,2509816,177805.2,1068345,3426125,617919.9,1574919,,60804627,354653,3956094,1758821,1957350,290606,183405,476538800
2010/09/30,1860760.185,13854071.95,2764220,15079.917,44055719,,5531.912,1331044,107349698,531604042.7,1373700,1744926.1,68778960,6215207.857,855606.4,1236317.9,816939.9,775507,402145.18,9165262,47197058,317731.56,10625180,1118836.19,198908,13928078,39389027,2525680,229367,27103834,1677174,166930,1598510,39356.6,633744,2536173,178911.8,1069593,3490449,623330.5,1588594,,61847134,358750,3979226,1785710,1976172,292657,184980,481046900
2010/12/31,2040198.947,14580082.63,2833217,15240.843,44597704,,5782.897,1361450,111398530,543187689.8,1423700,1775078.5,72031570,6446851.899,874671.7,1265307.9,833051.8,784624,416567.22,9393492,49622510,327078.99,10808286,1164213.21,201426,14060345,41082755,2558450,224880,27388909,1680968,167666,1609562,40159.8,638844,2589280,179610.8,1072709,3567021,628766.3,1606027,1016834.748,63000299,363140,3988651,1810927,1993652,295376,188143,482676900
